,Date of Sale,Region,Product Type,Sales Channel,Customer Type,Sales Amount in US$,Units Sold,Marketing Spend in US$,Returning Customer,Date,Quater,Month,Profit
246,04-09-2022,South America,Antivirus,Direct Sales,Consumer,6705.0,14,1959.0,No,2022-09-04,3,September,4746.0
247,05-09-2022,North America,ERP,Partner,Consumer,9915.0,14,1165.0,No,2022-09-05,3,September,8750.0
248,06-09-2022,South America,Database,Partner,Consumer,7161.0,17,1922.0,Yes,2022-09-06,3,September,5239.0
249,07-09-2022,Asia,ERP,Direct Sales,Business,1724.0,16,702.0,Yes,2022-09-07,3,September,1022.0
250,08-09-2022,North America,Database,Direct Sales,Business,9560.0,4,1651.0,No,2022-09-08,3,September,7909.0
251,09-09-2022,South America,CRM,Direct Sales,Consumer,6711.0,2,1426.0,Yes,2022-09-09,3,September,5285.0
252,10-09-2022,South America,DevTools,Partner,Business,687.0,16,1730.0,No,2022-09-10,3,September,-1043.0
253,11-09-2022,Asia,Database,Direct Sales,Business,6610.0,1,1401.0,No,2022-09-11,3,September,5209.0
254,12-09-2022,North America,Antivirus,Online,Consumer,8843.0,3,1944.0,Yes,2022-09-12,3,September,6899.0
255,13-09-2022,Asia,ERP,Online,Business,5813.0,11,1440.0,No,2022-09-13,3,September,4373.0
256,14-09-2022,North America,CRM,Online,Consumer,3605.0,16,1677.0,No,2022-09-14,3,September,1928.0
257,15-09-2022,Australia,Antivirus,Partner,Consumer,8227.0,18,1816.0,No,2022-09-15,3,September,6411.0
258,16-09-2022,Europe,CRM,Online,Business,7847.0,15,1572.0,No,2022-09-16,3,September,6275.0
259,17-09-2022,Europe,DevTools,Partner,Business,5487.0,9,1286.0,No,2022-09-17,3,September,4201.0
260,18-09-2022,Europe,ERP,Partner,Consumer,1628.0,12,909.0,Yes,2022-09-18,3,September,719.0
261,19-09-2022,Asia,ERP,Online,Business,2585.0,18,1782.0,No,2022-09-19,3,September,803.0
262,20-09-2022,Australia,DevTools,Direct Sales,Consumer,7411.0,5,1221.0,Yes,2022-09-20,3,September,6190.0
263,21-09-2022,North America,ERP,Partner,Business,8080.0,8,1431.0,No,2022-09-21,3,September,6649.0
264,22-09-2022,South America,Database,Online,Business,2865.0,3,619.0,Yes,2022-09-22,3,September,2246.0
265,23-09-2022,North America,CRM,Partner,Business,3743.0,2,1246.0,Yes,2022-09-23,3,September,2497.0
266,24-09-2022,South America,Antivirus,Direct Sales,Consumer,869.0,19,1547.0,Yes,2022-09-24,3,September,-678.0
267,25-09-2022,North America,DevTools,Direct Sales,Business,7163.0,8,1376.0,No,2022-09-25,3,September,5787.0
268,26-09-2022,Australia,Database,Online,Consumer,135.0,2,1173.0,Yes,2022-09-26,3,September,-1038.0
269,27-09-2022,South America,Antivirus,Partner,Consumer,561.0,19,835.0,No,2022-09-27,3,September,-274.0
270,28-09-2022,Asia,Antivirus,Partner,Consumer,143.0,1,965.0,No,2022-09-28,3,September,-822.0
271,29-09-2022,North America,DevTools,Partner,Business,6489.0,13,1551.0,Yes,2022-09-29,3,September,4938.0
272,30-09-2022,North America,Database,Partner,Consumer,4232.0,17,836.0,Yes,2022-09-30,3,September,3396.0
273,01-10-2022,South America,Antivirus,Online,Consumer,3046.0,3,1433.0,No,2022-10-01,4,October,1613.0
274,02-10-2022,Asia,Antivirus,Direct Sales,Business,9136.0,9,1385.0,No,2022-10-02,4,October,7751.0
275,03-10-2022,Asia,Database,Online,Consumer,2009.0,5,1956.0,No,2022-10-03,4,October,53.0
276,04-10-2022,Australia,ERP,Partner,Consumer,3955.0,6,591.0,Yes,2022-10-04,4,October,3364.0
277,05-10-2022,Asia,Antivirus,Partner,Business,9409.0,4,662.0,No,2022-10-05,4,October,8747.0
278,06-10-2022,Asia,CRM,Direct Sales,Consumer,4328.0,17,1259.0,No,2022-10-06,4,October,3069.0
279,07-10-2022,Asia,Database,Partner,Business,5591.0,16,1291.0,No,2022-10-07,4,October,4300.0
280,08-10-2022,Europe,Antivirus,Online,Consumer,895.0,16,560.0,No,2022-10-08,4,October,335.0
281,09-10-2022,Australia,DevTools,Online,Consumer,7923.0,11,1739.0,No,2022-10-09,4,October,6184.0
282,10-10-2022,North America,CRM,Direct Sales,Business,4285.0,2,1242.0,No,2022-10-10,4,October,3043.0
283,11-10-2022,South America,Antivirus,Online,Consumer,8025.0,17,1020.0,No,2022-10-11,4,October,7005.0
284,12-10-2022,North America,CRM,Online,Consumer,2613.0,15,978.0,No,2022-10-12,4,October,1635.0
285,13-10-2022,Australia,CRM,Online,Consumer,4283.0,18,1792.0,No,2022-10-13,4,October,2491.0
286,14-10-2022,South America,ERP,Online,Business,7887.0,10,795.0,No,2022-10-14,4,October,7092.0
287,15-10-2022,Australia,CRM,Partner,Business,9741.0,6,741.0,No,2022-10-15,4,October,9000.0
288,16-10-2022,Asia,ERP,Online,Business,690.0,16,820.0,No,2022-10-16,4,October,-130.0
289,17-10-2022,South America,Database,Direct Sales,Business,8143.0,5,1438.0,Yes,2022-10-17,4,October,6705.0
290,18-10-2022,Asia,ERP,Direct Sales,Business,3077.0,12,1716.0,No,2022-10-18,4,October,1361.0
291,19-10-2022,North America,DevTools,Online,Consumer,5552.0,6,996.0,No,2022-10-19,4,October,4556.0
292,20-10-2022,North America,Antivirus,Direct Sales,Business,2972.0,14,760.0,No,2022-10-20,4,October,2212.0
293,21-10-2022,South America,Database,Online,Business,6173.0,16,814.0,No,2022-10-21,4,October,5359.0
294,22-10-2022,South America,Database,Direct Sales,Business,3603.0,7,1429.0,No,2022-10-22,4,October,2174.0
295,23-10-2022,Australia,DevTools,Direct Sales,Consumer,3403.0,2,869.0,Yes,2022-10-23,4,October,2534.0
296,24-10-2022,Australia,ERP,Online,Consumer,476.0,6,1816.0,No,2022-10-24,4,October,-1340.0
297,25-10-2022,Asia,Antivirus,Online,Business,1555.0,9,656.0,Yes,2022-10-25,4,October,899.0
298,26-10-2022,South America,ERP,Partner,Consumer,9179.0,7,549.0,No,2022-10-26,4,October,8630.0
299,27-10-2022,North America,CRM,Online,Consumer,9983.0,2,633.0,Yes,2022-10-27,4,October,9350.0
300,28-10-2022,Australia,ERP,Online,Consumer,7827.0,19,1768.0,Yes,2022-10-28,4,October,6059.0
301,29-10-2022,Australia,Database,Partner,Consumer,2939.0,8,1477.0,No,2022-10-29,4,October,1462.0
302,30-10-2022,North America,Antivirus,Online,Business,4084.0,11,1937.0,Yes,2022-10-30,4,October,2147.0
303,31-10-2022,Australia,ERP,Online,Business,7421.0,4,1004.0,Yes,2022-10-31,4,October,6417.0
304,01-11-2022,Asia,Antivirus,Partner,Consumer,9688.0,16,819.0,No,2022-11-01,4,November,8869.0
305,02-11-2022,South America,Antivirus,Online,Consumer,4609.0,18,1343.0,Yes,2022-11-02,4,November,3266.0
306,03-11-2022,North America,CRM,Online,Consumer,8312.0,13,1307.0,Yes,2022-11-03,4,November,7005.0
307,04-11-2022,South America,CRM,Partner,Consumer,9753.0,5,1387.0,Yes,2022-11-04,4,November,8366.0
308,05-11-2022,Australia,Database,Partner,Business,8747.0,2,1021.0,No,2022-11-05,4,November,7726.0
309,06-11-2022,Australia,DevTools,Direct Sales,Consumer,2349.0,11,509.0,No,2022-11-06,4,November,1840.0
310,07-11-2022,North America,Antivirus,Online,Business,180.0,1,553.0,No,2022-11-07,4,November,-373.0
311,08-11-2022,Asia,DevTools,Direct Sales,Consumer,4972.0,13,1496.0,No,2022-11-08,4,November,3476.0
312,09-11-2022,Europe,Database,Direct Sales,Business,5360.0,5,1285.0,Yes,2022-11-09,4,November,4075.0
313,10-11-2022,North America,Antivirus,Partner,Consumer,2092.0,18,1732.0,No,2022-11-10,4,November,360.0
314,11-11-2022,Europe,Antivirus,Online,Business,2918.0,14,951.0,Yes,2022-11-11,4,November,1967.0
315,12-11-2022,Europe,DevTools,Online,Business,7675.0,13,1723.0,No,2022-11-12,4,November,5952.0
316,13-11-2022,Asia,ERP,Partner,Business,4756.0,7,1138.0,No,2022-11-13,4,November,3618.0
317,14-11-2022,Europe,CRM,Direct Sales,Consumer,3242.0,8,645.0,Yes,2022-11-14,4,November,2597.0
318,15-11-2022,Europe,ERP,Partner,Business,6264.0,18,1967.0,Yes,2022-11-15,4,November,4297.0
319,16-11-2022,Asia,DevTools,Online,Consumer,6562.0,7,1268.0,No,2022-11-16,4,November,5294.0
320,17-11-2022,Europe,CRM,Partner,Business,7717.0,17,1444.0,No,2022-11-17,4,November,6273.0
321,18-11-2022,Europe,ERP,Online,Business,1651.0,16,1506.0,No,2022-11-18,4,November,145.0
322,19-11-2022,Europe,CRM,Direct Sales,Consumer,7441.0,11,1044.0,No,2022-11-19,4,November,6397.0
323,20-11-2022,North America,Antivirus,Online,Business,6034.0,19,1621.0,No,2022-11-20,4,November,4413.0
324,21-11-2022,North America,ERP,Direct Sales,Consumer,670.0,1,1805.0,Yes,2022-11-21,4,November,-1135.0
325,22-11-2022,North America,CRM,Direct Sales,Consumer,7797.0,8,1081.0,No,2022-11-22,4,November,6716.0
326,23-11-2022,Asia,CRM,Online,Consumer,3892.0,1,1486.0,Yes,2022-11-23,4,November,2406.0
327,24-11-2022,Australia,CRM,Online,Consumer,3371.0,9,1636.0,No,2022-11-24,4,November,1735.0
328,25-11-2022,Europe,ERP,Direct Sales,Business,4536.0,19,785.0,No,2022-11-25,4,November,3751.0
329,26-11-2022,Europe,Database,Partner,Business,3527.0,9,999.0,Yes,2022-11-26,4,November,2528.0
330,27-11-2022,Asia,ERP,Online,Consumer,3449.0,10,663.0,No,2022-11-27,4,November,2786.0
331,28-11-2022,Europe,DevTools,Direct Sales,Business,8100.0,11,1403.0,Yes,2022-11-28,4,November,6697.0
332,29-11-2022,North America,ERP,Direct Sales,Business,1333.0,1,1701.0,Yes,2022-11-29,4,November,-368.0
333,30-11-2022,Australia,CRM,Partner,Consumer,9709.0,8,1416.0,No,2022-11-30,4,November,8293.0
334,01-12-2022,South America,Antivirus,Online,Business,5594.0,12,770.0,Yes,2022-12-01,4,December,4824.0
335,02-12-2022,Europe,ERP,Direct Sales,Consumer,1911.0,1,1320.0,No,2022-12-02,4,December,591.0
336,03-12-2022,North America,ERP,Partner,Business,1399.0,10,1752.0,No,2022-12-03,4,December,-353.0
337,04-12-2022,South America,CRM,Direct Sales,Business,5956.0,4,954.0,No,2022-12-04,4,December,5002.0
338,05-12-2022,Australia,Antivirus,Online,Consumer,6367.0,15,1749.0,No,2022-12-05,4,December,4618.0
339,06-12-2022,South America,Antivirus,Partner,Business,625.0,19,1677.0,No,2022-12-06,4,December,-1052.0
340,07-12-2022,North America,DevTools,Direct Sales,Business,2506.0,6,533.0,No,2022-12-07,4,December,1973.0
341,08-12-2022,South America,ERP,Partner,Consumer,7975.0,5,859.0,No,2022-12-08,4,December,7116.0
342,09-12-2022,Asia,Antivirus,Online,Business,591.0,5,1314.0,Yes,2022-12-09,4,December,-723.0
343,10-12-2022,South America,Antivirus,Partner,Consumer,8565.0,18,1576.0,No,2022-12-10,4,December,6989.0
344,11-12-2022,Europe,Database,Online,Business,6616.0,3,1821.0,Yes,2022-12-11,4,December,4795.0
345,12-12-2022,Europe,Database,Direct Sales,Consumer,4401.0,2,1462.0,No,2022-12-12,4,December,2939.0
346,13-12-2022,Asia,Antivirus,Online,Consumer,3530.0,4,1071.0,No,2022-12-13,4,December,2459.0
347,14-12-2022,North America,DevTools,Direct Sales,Consumer,291.0,18,777.0,Yes,2022-12-14,4,December,-486.0
348,15-12-2022,Europe,Antivirus,Direct Sales,Consumer,8270.0,9,1640.0,Yes,2022-12-15,4,December,6630.0
349,16-12-2022,Australia,CRM,Online,Consumer,1513.0,19,810.0,Yes,2022-12-16,4,December,703.0
350,17-12-2022,Europe,ERP,Direct Sales,Business,3164.0,10,1543.0,Yes,2022-12-17,4,December,1621.0
351,18-12-2022,Europe,DevTools,Partner,Business,5734.0,15,772.0,No,2022-12-18,4,December,4962.0
352,19-12-2022,North America,CRM,Direct Sales,Consumer,2535.0,1,637.0,No,2022-12-19,4,December,1898.0
353,20-12-2022,South America,DevTools,Online,Business,5022.0,11,877.0,Yes,2022-12-20,4,December,4145.0
354,21-12-2022,Europe,CRM,Partner,Consumer,8112.0,14,927.0,No,2022-12-21,4,December,7185.0
355,22-12-2022,Asia,ERP,Partner,Business,4758.0,10,1471.0,Yes,2022-12-22,4,December,3287.0
356,23-12-2022,South America,ERP,Direct Sales,Business,9495.0,19,741.0,Yes,2022-12-23,4,December,8754.0
357,24-12-2022,Australia,Database,Direct Sales,Consumer,8490.0,16,1895.0,Yes,2022-12-24,4,December,6595.0
358,25-12-2022,North America,CRM,Online,Consumer,3397.0,8,1332.0,Yes,2022-12-25,4,December,2065.0
359,26-12-2022,Australia,Database,Partner,Business,4060.0,2,1236.0,Yes,2022-12-26,4,December,2824.0
360,27-12-2022,South America,CRM,Online,Business,4291.0,7,1152.0,No,2022-12-27,4,December,3139.0
361,28-12-2022,South America,Database,Direct Sales,Consumer,6299.0,19,1350.0,Yes,2022-12-28,4,December,4949.0
362,29-12-2022,South America,ERP,Partner,Business,2939.0,7,534.0,Yes,2022-12-29,4,December,2405.0
363,30-12-2022,Australia,DevTools,Online,Business,9696.0,15,1985.0,No,2022-12-30,4,December,7711.0
364,31-12-2022,South America,Database,Online,Consumer,6126.0,8,1336.0,Yes,2022-12-31,4,December,4790.0
365,01-01-2022,Australia,CRM,Online,Business,4054.0,14,553.0,Yes,2022-01-01,1,January,3501.0
366,02-01-2022,South America,CRM,Online,Consumer,6486.0,1,1385.0,No,2022-01-02,1,January,5101.0
367,03-01-2022,Asia,ERP,Online,Consumer,4015.0,13,1156.0,No,2022-01-03,1,January,2859.0
368,04-01-2022,South America,CRM,Partner,Consumer,8196.0,3,536.0,No,2022-01-04,1,January,7660.0
369,05-01-2022,Australia,Antivirus,Online,Business,5722.0,6,1887.0,No,2022-01-05,1,January,3835.0
370,06-01-2022,Europe,DevTools,Partner,Business,516.0,19,516.0,No,2022-01-06,1,January,0.0
371,07-01-2022,South America,Database,Online,Consumer,1850.0,15,1367.0,Yes,2022-01-07,1,January,483.0
372,08-01-2022,Europe,DevTools,Direct Sales,Consumer,8663.0,4,1943.0,Yes,2022-01-08,1,January,6720.0
373,09-01-2022,Asia,ERP,Direct Sales,Business,5673.0,3,856.0,Yes,2022-01-09,1,January,4817.0
374,10-01-2022,North America,Database,Online,Business,9508.0,4,881.0,No,2022-01-10,1,January,8627.0
375,11-01-2022,Asia,Database,Direct Sales,Business,817.0,5,501.0,No,2022-01-11,1,January,316.0
376,12-01-2022,South America,Antivirus,Partner,Consumer,3023.0,18,600.0,No,2022-01-12,1,January,2423.0
377,13-01-2022,Europe,ERP,Online,Consumer,2016.0,10,567.0,No,2022-01-13,1,January,1449.0
378,14-01-2022,Europe,CRM,Partner,Business,5583.0,8,1734.0,No,2022-01-14,1,January,3849.0
379,15-01-2022,Australia,Antivirus,Online,Business,3890.0,12,1755.0,No,2022-01-15,1,January,2135.0
380,16-01-2022,Europe,Antivirus,Direct Sales,Business,1657.0,3,1590.0,Yes,2022-01-16,1,January,67.0
381,17-01-2022,Australia,DevTools,Partner,Consumer,6463.0,18,1029.0,No,2022-01-17,1,January,5434.0
382,18-01-2022,North America,DevTools,Direct Sales,Consumer,5409.0,8,1732.0,Yes,2022-01-18,1,January,3677.0
383,19-01-2022,South America,DevTools,Direct Sales,Business,2820.0,1,1310.0,Yes,2022-01-19,1,January,1510.0
384,20-01-2022,Australia,Antivirus,Online,Business,4850.0,14,956.0,Yes,2022-01-20,1,January,3894.0
385,21-01-2022,North America,CRM,Partner,Consumer,7483.0,13,1156.0,No,2022-01-21,1,January,6327.0
386,22-01-2022,Europe,Database,Direct Sales,Consumer,2132.0,12,599.0,No,2022-01-22,1,January,1533.0
387,23-01-2022,Europe,DevTools,Online,Business,3000.0,3,1917.0,No,2022-01-23,1,January,1083.0
388,24-01-2022,North America,CRM,Online,Business,3526.0,18,1429.0,No,2022-01-24,1,January,2097.0
389,25-01-2022,Europe,ERP,Online,Business,7493.0,13,1597.0,No,2022-01-25,1,January,5896.0
390,26-01-2022,North America,DevTools,Direct Sales,Consumer,8485.0,15,1515.0,Yes,2022-01-26,1,January,6970.0
391,27-01-2022,Australia,Database,Online,Business,3826.0,10,1502.0,Yes,2022-01-27,1,January,2324.0
392,28-01-2022,Australia,ERP,Partner,Consumer,3037.0,1,526.0,No,2022-01-28,1,January,2511.0
393,29-01-2022,North America,ERP,Partner,Consumer,8906.0,6,1288.0,Yes,2022-01-29,1,January,7618.0
394,30-01-2022,Australia,Database,Direct Sales,Business,9994.0,9,1733.0,Yes,2022-01-30,1,January,8261.0
395,31-01-2022,Australia,DevTools,Partner,Business,6737.0,10,567.0,No,2022-01-31,1,January,6170.0
396,01-02-2022,Australia,Antivirus,Online,Consumer,9901.0,15,1934.0,Yes,2022-02-01,1,February,7967.0
397,02-02-2022,Asia,Database,Direct Sales,Business,6634.0,9,1136.0,Yes,2022-02-02,1,February,5498.0
398,03-02-2022,South America,Database,Online,Consumer,7361.0,14,935.0,No,2022-02-03,1,February,6426.0
399,04-02-2022,Europe,Database,Direct Sales,Business,3948.0,11,1298.0,Yes,2022-02-04,1,February,2650.0
400,05-02-2022,Asia,ERP,Direct Sales,Business,4386.0,7,1702.0,No,2022-02-05,1,February,2684.0
401,06-02-2022,Australia,CRM,Online,Business,1527.0,2,1212.0,No,2022-02-06,1,February,315.0
402,07-02-2022,North America,Antivirus,Partner,Business,8245.0,14,1468.0,No,2022-02-07,1,February,6777.0
403,08-02-2022,Australia,DevTools,Partner,Consumer,9317.0,6,1250.0,Yes,2022-02-08,1,February,8067.0
404,09-02-2022,South America,DevTools,Direct Sales,Consumer,6272.0,5,1447.0,Yes,2022-02-09,1,February,4825.0
405,10-02-2022,Australia,CRM,Online,Consumer,3502.0,5,707.0,Yes,2022-02-10,1,February,2795.0
406,11-02-2022,North America,Database,Online,Business,1625.0,19,558.0,No,2022-02-11,1,February,1067.0
407,12-02-2022,South America,Antivirus,Direct Sales,Consumer,2725.0,19,705.0,Yes,2022-02-12,1,February,2020.0
408,13-02-2022,Australia,DevTools,Partner,Consumer,2629.0,6,929.0,Yes,2022-02-13,1,February,1700.0
409,14-02-2022,South America,DevTools,Online,Consumer,6174.0,10,880.0,No,2022-02-14,1,February,5294.0
410,15-02-2022,Europe,Database,Partner,Business,9456.0,14,1423.0,No,2022-02-15,1,February,8033.0
411,16-02-2022,Europe,CRM,Partner,Consumer,578.0,17,1184.0,No,2022-02-16,1,February,-606.0
412,17-02-2022,Australia,Antivirus,Direct Sales,Business,110.0,3,558.0,Yes,2022-02-17,1,February,-448.0
413,18-02-2022,South America,CRM,Direct Sales,Business,6042.0,1,552.0,No,2022-02-18,1,February,5490.0
414,19-02-2022,North America,CRM,Partner,Consumer,2912.0,10,636.0,Yes,2022-02-19,1,February,2276.0
415,20-02-2022,Australia,Antivirus,Online,Business,8817.0,3,1030.0,No,2022-02-20,1,February,7787.0
416,21-02-2022,Europe,Antivirus,Online,Consumer,3340.0,5,509.0,No,2022-02-21,1,February,2831.0
417,22-02-2022,Europe,DevTools,Direct Sales,Consumer,2968.0,19,1241.0,No,2022-02-22,1,February,1727.0
418,23-02-2022,Australia,DevTools,Partner,Consumer,2768.0,10,1041.0,No,2022-02-23,1,February,1727.0
419,24-02-2022,South America,Antivirus,Online,Consumer,1534.0,16,1333.0,Yes,2022-02-24,1,February,201.0
420,25-02-2022,Europe,ERP,Online,Consumer,5857.0,1,1581.0,Yes,2022-02-25,1,February,4276.0
421,26-02-2022,South America,DevTools,Direct Sales,Business,1765.0,6,876.0,Yes,2022-02-26,1,February,889.0
422,27-02-2022,Europe,ERP,Partner,Consumer,4304.0,9,736.0,No,2022-02-27,1,February,3568.0
423,28-02-2022,Europe,Antivirus,Online,Business,4664.0,5,917.0,Yes,2022-02-28,1,February,3747.0
424,01-03-2022,Asia,DevTools,Direct Sales,Consumer,303.0,14,503.0,No,2022-03-01,1,March,-200.0
425,02-03-2022,Europe,CRM,Online,Consumer,266.0,10,680.0,No,2022-03-02,1,March,-414.0
426,03-03-2022,North America,Antivirus,Online,Consumer,5250.0,2,1626.0,Yes,2022-03-03,1,March,3624.0
427,04-03-2022,Australia,Database,Online,Business,6991.0,5,834.0,No,2022-03-04,1,March,6157.0
428,05-03-2022,Australia,ERP,Direct Sales,Business,9427.0,1,1991.0,No,2022-03-05,1,March,7436.0
429,06-03-2022,South America,Antivirus,Partner,Business,1873.0,10,752.0,Yes,2022-03-06,1,March,1121.0
430,07-03-2022,Europe,Antivirus,Direct Sales,Business,1122.0,9,1683.0,Yes,2022-03-07,1,March,-561.0
431,08-03-2022,North America,DevTools,Partner,Consumer,616.0,3,1558.0,No,2022-03-08,1,March,-942.0
432,09-03-2022,South America,DevTools,Online,Consumer,4417.0,15,983.0,Yes,2022-03-09,1,March,3434.0
433,10-03-2022,Asia,DevTools,Partner,Business,6269.0,4,996.0,No,2022-03-10,1,March,5273.0
434,11-03-2022,South America,Database,Online,Business,8421.0,13,1345.0,Yes,2022-03-11,1,March,7076.0
435,12-03-2022,South America,DevTools,Online,Business,6858.0,6,1779.0,No,2022-03-12,1,March,5079.0
436,13-03-2022,Europe,Antivirus,Direct Sales,Consumer,2163.0,17,1079.0,No,2022-03-13,1,March,1084.0
437,14-03-2022,Asia,DevTools,Online,Business,4672.0,5,592.0,No,2022-03-14,1,March,4080.0
438,15-03-2022,South America,CRM,Direct Sales,Business,9112.0,15,1062.0,Yes,2022-03-15,1,March,8050.0
439,16-03-2022,North America,DevTools,Partner,Consumer,3335.0,8,811.0,Yes,2022-03-16,1,March,2524.0
440,17-03-2022,North America,Database,Partner,Business,5037.0,5,1909.0,No,2022-03-17,1,March,3128.0
441,18-03-2022,Australia,CRM,Online,Consumer,9590.0,13,1546.0,Yes,2022-03-18,1,March,8044.0
442,19-03-2022,Asia,Antivirus,Direct Sales,Consumer,7374.0,1,576.0,Yes,2022-03-19,1,March,6798.0
443,20-03-2022,Asia,Antivirus,Online,Consumer,7503.0,1,939.0,Yes,2022-03-20,1,March,6564.0
444,21-03-2022,Australia,ERP,Direct Sales,Consumer,2598.0,7,575.0,No,2022-03-21,1,March,2023.0
445,22-03-2022,South America,CRM,Direct Sales,Consumer,4206.0,5,1745.0,Yes,2022-03-22,1,March,2461.0
446,23-03-2022,Asia,ERP,Direct Sales,Business,915.0,14,1859.0,Yes,2022-03-23,1,March,-944.0
447,24-03-2022,North America,CRM,Partner,Business,6105.0,15,668.0,Yes,2022-03-24,1,March,5437.0
448,25-03-2022,North America,CRM,Direct Sales,Consumer,1127.0,17,1160.0,No,2022-03-25,1,March,-33.0
449,26-03-2022,Europe,Database,Partner,Consumer,8376.0,18,1898.0,No,2022-03-26,1,March,6478.0
450,27-03-2022,Asia,ERP,Direct Sales,Business,8164.0,7,718.0,No,2022-03-27,1,March,7446.0
451,28-03-2022,South America,Database,Partner,Business,5383.0,18,938.0,Yes,2022-03-28,1,March,4445.0
452,29-03-2022,Australia,CRM,Partner,Consumer,1498.0,19,956.0,No,2022-03-29,1,March,542.0
453,30-03-2022,Australia,Antivirus,Partner,Business,353.0,7,545.0,Yes,2022-03-30,1,March,-192.0
454,31-03-2022,South America,CRM,Online,Business,7987.0,8,554.0,Yes,2022-03-31,1,March,7433.0
455,01-04-2022,Europe,Database,Direct Sales,Consumer,6041.0,13,1929.0,No,2022-04-01,2,April,4112.0
456,02-04-2022,Australia,ERP,Online,Business,7138.0,18,1357.0,Yes,2022-04-02,2,April,5781.0
457,03-04-2022,Asia,ERP,Direct Sales,Business,3108.0,11,960.0,No,2022-04-03,2,April,2148.0
458,04-04-2022,Europe,Database,Direct Sales,Business,5144.0,9,1068.0,Yes,2022-04-04,2,April,4076.0
459,05-04-2022,Asia,ERP,Online,Business,7497.0,1,1572.0,Yes,2022-04-05,2,April,5925.0
460,06-04-2022,North America,DevTools,Partner,Consumer,4679.0,8,1050.0,Yes,2022-04-06,2,April,3629.0
